id,traditional,pinyin,english,topic,topic_english,part_of_speech,level,simplified,relative_freq_pct
327,叫,"jiào ",Call,與他人的關係,Relationships,(VA),1,叫,0.0376014
328,找,"zhǎo ",try to find,與他人的關係,Relationships,(VA),1,找,0.0447593
329,什麼/甚麼,shénme,what/what,與他人的關係,Relationships,(Det),1,什么/甚么,
330,嗎,ma,?,與他人的關係,Relationships,(P),1,吗,0.0582911
331,呢,"ne ",modal particle,與他人的關係,Relationships,(P),1,呢,0.0671363
332,喂(ㄨㄟˊ)/喂,wéi/wèi,Hello(ㄨㄟˊ)/Hey,與他人的關係,Relationships,(P),1,喂(ㄨㄟˊ)/喂,
333,吧,"ba ",sentence-final particle (suggestion),與他人的關係,Relationships,(P),1,吧,0.0946022
334,計程車,"jìchéngchē ",taxi,旅行,Travel,(N),1,计程车,0.0000433748
335,地鐵,"dìtiě ",subway,旅行,Travel,(N),1,地铁,0.00466695
336,車站,"chēzhàn ",station,旅行,Travel,(N),1,车站,0.00210023
337,火車,"huǒchē ",train,旅行,Travel,(N),1,火车,0.00305558
338,飛機,"fēijī ",airplane,旅行,Travel,(N),1,飞机,0.00889465
339,飛機場/機場,"fēijīchǎng/jīchǎng ",Airport/Airport,旅行,Travel,(N),1,飞机场/机场,
340,公共汽車/公車,"gōnggòngqìchē/gōngchē ",bus/bus,旅行,Travel,(N),1,公共汽车/公车,
341,車(子),"chē(zi) ",car(child),旅行,Travel,(N),1,车(子),
342,開車,"kāichē ",drive,旅行,Travel,(VA),1,开车,0.00303515
343,帶,"dài ",bring,旅行,Travel,(VA),1,带,0.0446657
344,去,"qù ",go,旅行,Travel,(VA),1,去,0.159645
345,出去,"chūqù ",go out,旅行,Travel,(VA),1,出去,0.0104515
346,進來,"jìnlái ",Come in,旅行,Travel,(VA),1,进来,0.00375288
347,回,"huí ",return,旅行,Travel,(VA),1,回,0.0336793
348,馬路,"mǎlù ",road,旅行,Travel,(N),1,马路,0.00210844
349,十字路口,"shízìlùkǒu ",crossroads,旅行,Travel,(N),1,十字路口,0.000349383
350,中間,"zhōngjiān ",middle,旅行,Travel,(N),1,中间,0.00614192
351,對面,"duìmiàn ",opposite,旅行,Travel,(N),1,对面,0.00249395
352,附近,"fùjìn ",nearby,旅行,Travel,(N),1,附近,0.0118091
353,旁邊,pángbiān,beside,旅行,Travel,(N),1,旁边,0.0055832
354,後(面),hòu(miàn),later),旅行,Travel,(N),1,后(面),
355,前(面),"qián(miàn) ",Front),旅行,Travel,(N),1,前(面),
356,左邊,zuǒbiān,left,旅行,Travel,(N),1,左边,0.00143602
357,右邊,yòubiān,right,旅行,Travel,(N),1,右边,0.00398527
358,外面,"wàimiàn ",Outside,旅行,Travel,(N),1,外面,0.00606031
359,裡面,"lǐmiàn ",in,旅行,Travel,(N),1,里面,0.0135707
360,下(面),xià(miàn),under),旅行,Travel,(N),1,下(面),
361,上(面),shàng(miàn),above),旅行,Travel,(N),1,上(面),
362,這,"zhè ",this,旅行,Travel,(Det),1,这,0.389045
363,那,"nà ",That,旅行,Travel,(Det),1,那,0.115823
364,哪,"nǎ ",where,旅行,Travel,(Det),1,哪,0.0136943
365,這裡/這兒,"zhèlǐ/zhèr ",here/here,旅行,Travel,(N),1,这里/这儿,
366,那裡/那兒,"nàlǐ/nàr ",there/there,旅行,Travel,(N),1,那里/那儿,
367,哪裡/哪兒,"nǎlǐ/nǎr ",where/where,旅行,Travel,(N),1,哪里/哪儿,
368,怎麼,"zěnme ",how,旅行,Travel,(Adv),1,怎么,0.0462525
369,旅行,"lǚxíng ",travel,旅行,Travel,(VA),1,旅行,0.00355709
370,飯店,"fàndiàn ",hotel,旅行,Travel,(N),1,饭店,0.00241815
371,旅館,"lǚguǎn ",hostel,旅行,Travel,(N),1,旅馆,0.000848291
372,地方,"dìfāng ",place,旅行,Travel,(N),1,地方,0.0314763
373,參觀,"cānguān ",visit,旅行,Travel,(VA),1,参观,0.00353462
374,遠,"yuǎn ",Far,旅行,Travel,(VS),1,远,0.0162612
375,近,"jìn ",close,旅行,Travel,(VS),1,近,0.0224966
376,快,"kuài ",quick,旅行,Travel,(VS),1,快,0.0427918
377,慢,"màn ",slow,旅行,Travel,(VS),1,慢,0.005012
378,站,"zhàn ",stand,旅行,Travel,(VA),1,站,0.0258985
379,坐,"zuò ",sit,旅行,Travel,(VA),1,坐,0.0201858
380,離,"lí ",Leave,旅行,Travel,(VA),1,离,0.0103639
381,往,"wǎng ",Past,旅行,Travel,(Prep),1,往,0.0132732
382,送,"sòng ",deliver,旅行,Travel,(VA),1,送,0.0248885
383,地圖,"dìtú ",map,旅行,Travel,(N),1,地图,0.00219391
384,過,"guò ",pass; cross,旅行,Travel,(VA),1,过,0.1129
385,拿,"ná ",take,旅行,Travel,(VA),1,拿,0.0260403
386,放,"fàng ",put,旅行,Travel,(VA),1,放,0.0307235
388,照相機,"zhàoxiàngjī ",camera,旅行,Travel,(N),1,照相机,0.000478206
389,照相,"zhàoxiàng ",taking photos,旅行,Travel,(VA),1,照相,0.00062139
390,風景,"fēngjǐng ",landscape,旅行,Travel,(N),1,风景,0.00372548
391,眼睛,"yǎnjīng ",Eye,健康及身體照護,Health & Activity,(N),1,眼睛,0.012301
392,身體,"shēntǐ ",Body,健康及身體照護,Health & Activity,(N),1,身体,0.016008
393,頭,"tóu ",head,健康及身體照護,Health & Activity,(N),1,头,0.0301164
394,頭髮,"tóufǎ ",hair,健康及身體照護,Health & Activity,(N),1,头发,0.00557454
395,耳朵,ěrduo,ear,健康及身體照護,Health & Activity,(N),1,耳朵,0.00234933
396,手,"shǒu ",hand,健康及身體照護,Health & Activity,(N),1,手,0.0704581
397,手指(頭),shǒuzhǐ(tou),finger(head),健康及身體照護,Health & Activity,(N),1,手指(头),
398,肚子,"dùzi ",abdomen,健康及身體照護,Health & Activity,(N),1,肚子,0.00379845
399,累,"lèi ",tired,健康及身體照護,Health & Activity,(VS),1,累,0.0111013
400,健康,"jiànkāng ",healthy,健康及身體照護,Health & Activity,(VS),1,健康,0.0206481
401,感冒,"gǎnmào ",cold,健康及身體照護,Health & Activity,(VS),1,感冒,0.00428167
402,生病,"shēngbìng ",Get ill,健康及身體照護,Health & Activity,(VS),1,生病,0.00165546
403,受傷,"shòushāng  ",Injuried,健康及身體照護,Health & Activity,(VS),1,受伤,0.00709139
404,餓,"è ",Hungry,健康及身體照護,Health & Activity,(VS),1,饿,0.00673861
405,渴,"kě ",thirsty,健康及身體照護,Health & Activity,(VS),1,渴,0.000555449
406,舒服(ㄈㄨ˙),shūfu,Comfortable(ㄈㄨ˙),健康及身體照護,Health & Activity,(VS),1,舒服(ㄈㄨ˙),
407,藥,"yào ",medicine,健康及身體照護,Health & Activity,(N),1,药,0.0170032
408,眼鏡,"yǎnjìng ",Glasses,健康及身體照護,Health & Activity,(N),1,眼镜,0.00211226
409,痛,"tòng ",pain,健康及身體照護,Health & Activity,(VS),1,痛,0.0109306
410,想,"xiǎng ",think; want,購物,Shopping,(VA),1,想,0.116549
411,希望,"xīwàng ",hope,購物,Shopping,(VS),1,希望,0.0459112
412,便宜(一˙),"piányi ",cheap(一˙),購物,Shopping,(VS),1,便宜(一˙),
413,貴,"guì ",expensive,購物,Shopping,(VS),1,贵,0.0065251
414,容易,"róngyì ",easy,購物,Shopping,(VS),1,容易,0.0178086
415,難,"nán ",Disaster,購物,Shopping,(VS),1,难,0.0167288
417,好吃,"hǎochī ",tasty,購物,Shopping,(VS),1,好吃,0.00435266
418,商店,"shāngdiàn ",shop,購物,Shopping,(N),1,商店,0.00225893
419,店,"diàn ",shop,購物,Shopping,(N),1,店,0.0169585
420,市場,"shìchǎng ",market,購物,Shopping,(N),1,市场,0.082652
421,重要,"zhòngyào ",important,購物,Shopping,(VS),1,重要,0.0521116
422,給,"gěi ",give,購物,Shopping,(VA),1,给,0.153765
423,"給 ","gěi ",Give,購物,Shopping,(Prep),1,"给 ",
424,有,"yǒu ",to have,購物,Shopping,(VA),1,有,0.500674
425,公斤,"gōngjīn ",Kilogram,購物,Shopping,(M),1,公斤,0.00518261
426,顏色,"yánsè ",color,購物,Shopping,(N),1,颜色,0.00594642
427,黃色,"huángsè ",yellow,購物,Shopping,(N),1,黄色,0.00207768
428,白色,"báisè ",White,購物,Shopping,(N),1,白色,0.00473892
429,衣服(ㄈㄨ˙),yīfu,clothes(ㄈㄨ˙),購物,Shopping,(N),1,衣服(ㄈㄨ˙),
430,襪子,"wàzi ",sock,購物,Shopping,(N),1,袜子,0.000926984
431,褲子,"kùzi ",Pants,購物,Shopping,(N),1,裤子,0.00168849
432,裙子,"qúnzi ",skirt,購物,Shopping,(N),1,裙子,0.000997774
433,鞋子,"xiézi ",shoe,購物,Shopping,(N),1,鞋子,0.00192029
434,雙,"shuāng ",pair,購物,Shopping,(M),1,双,0.0293972
435,大,"dà ",big,購物,Shopping,(VS),1,大,0.20374
436,長,"cháng ",long,購物,Shopping,(VS),1,长,0.0467378
437,小,"xiǎo ",small,購物,Shopping,(VS),1,小,0.109804
438,短,"duǎn ",short,購物,Shopping,(VS),1,短,0.0174307
439,新,"xīn ",new,購物,Shopping,(VS),1,新,0.115656
440,錢,"qián ",money,購物,Shopping,(N),1,钱,0.0359493
441,元,"yuán ",yuan,購物,Shopping,(M),1,元,0.146459
442,比,"bǐ ",Compare,購物,Shopping,(Prep),1,比,0.0768231
443,多少,"duōshǎo ",How many,購物,Shopping,(Adv),1,多少,0.0179488
444,小心,"xiǎoxīn ",careful,購物,Shopping,(VS),1,小心,0.00537679
445,一樣,"yīyàng ",same,購物,Shopping,(VS),1,一样,0.0318756
446,牛奶,"niúnǎi ",milk,飲食,Diet,(N),1,牛奶,0.00364726
447,肉,"ròu ",Meat,飲食,Diet,(N),1,肉,0.0105542
448,蛋,"dàn ",Egg,飲食,Diet,(N),1,蛋,0.00670328
449,菜,"cài ",vegetable,飲食,Diet,(N),1,菜,0.00895503
450,餃子,"jiǎozi ",dumpling,飲食,Diet,(N),1,饺子,0.0012976
451,飯,"fàn ",meal,飲食,Diet,(N),1,饭,0.00859739
452,麵,"miàn ",noodle,飲食,Diet,(N),1,面,0.0275585
453,湯,"tāng ",Soup,飲食,Diet,(N),1,汤,0.0062177
454,包子,"bāozi ",steamed stuffed bun,飲食,Diet,(N),1,包子,0.000957655
455,蛋糕,"dàngāo ",cake,飲食,Diet,(N),1,蛋糕,0.0030158
456,麵包,"miànbāo ",bread,飲食,Diet,(N),1,面包,0.00163714
457,水果,"shuǐguǒ ",fruit,飲食,Diet,(N),1,水果,0.00420642
458,蘋果,"píngguǒ ",apple,飲食,Diet,(N),1,苹果,0.00585303
459,香蕉,"xiāngjiāo ",banana,飲食,Diet,(N),1,香蕉,0.00164073
460,食物,"shíwù ",food,飲食,Diet,(N),1,食物,0.00524132
461,飲料,"yǐnliào ",drinks,飲食,Diet,(N),1,饮料,0.0025837
462,果汁,"guǒzhī ",juice,飲食,Diet,(N),1,果汁,0.000692631
463,酒,"jiǔ ",liquor,飲食,Diet,(N),1,酒,0.0122725
464,杯,"bēi ",cup,飲食,Diet,(M),1,杯,0.0138264
465,杯子,"bēizi ",cup,飲食,Diet,(N),1,杯子,0.00103786
466,請,"qǐng ",please,飲食,Diet,(VA),1,请,0.035904
467,吃,"chī ",eat,飲食,Diet,(VA),1,吃,0.0689763
468,喝,"hē ",drink,飲食,Diet,(VA),1,喝,0.0206133
469,多,"duō ",many,飲食,Diet,(VS),1,多,
470,"多 ","duō ",many,飲食,Diet,(Adv),1,"多 ",
471,少,"shǎo ",few,飲食,Diet,(VS),1,少,0.025015
472,甜,"tián ",sweet,飲食,Diet,(VS),1,甜,0.00273251
473,菜單,"càidān ",menu,飲食,Diet,(N),1,菜单,0.000882871
474,巧克力,"qiǎokèlì ",chocolate,飲食,Diet,(N),1,巧克力,0.002595
475,幾,"jǐ ",Several,飲食,Diet,(Det),1,几,0.0532364
476,塊,"kuài ",piece,飲食,Diet,(M),1,块,0.0205639
477,碗,"wǎn ",bowl,飲食,Diet,(N),1,碗,0.00431774
478,盤子,"pánzi ",plate,飲食,Diet,(N),1,盘子,0.000487872
479,片,"piàn ",piece,飲食,Diet,(M),1,片,0.0268732
480,瓶,"píng ",bottle,飲食,Diet,(M),1,瓶,0.00985329
481,件,"jiàn ",pieces,飲食,Diet,(M),1,件,0.0293031
482,一半/一半兒,yībàn/yībànr,half,飲食,Diet,(Det),1,一半/一半儿,
483,因為,"yīnwèi ",because,其他,Other,(Conj),1,因为,0.0799882
484,所以,"suǒyǐ ",so,其他,Other,(Conj),1,所以,0.0473123
485,可是,"kěshì ",But,其他,Other,(Conj),1,可是,0.0235762
486,和,"hé ",and,其他,Other,(Conj),1,和,0.631361
487,跟,"gēn ",and,其他,Other,(Conj),1,跟,0.0463271
488,一起,"yīqǐ ",together,其他,Other,(Adv),1,一起,0.0447404
489,沒,"méi ",not have; without,其他,Other,(Adv),1,没,0.0935452
490,不,bù,not / no,其他,Other,(Adv),1,不,0.372583
491,也,"yě ",also / too,其他,Other,(Adv),1,也,0.410322
492,都,"dōu ",all,其他,Other,(Adv),1,都,0.278972
493,只,zhǐ,Only,其他,Other,(Adv),1,只,0.066461
494,得,dé,get; obtain,其他,Other,(P),1,得,0.119077
495,了,le,completed action,其他,Other,(P),1,了,1.35819
496,著,"zhe ",with,其他,Other,(P),1,着,0.239758
497,"過 ","guò ",Pass,其他,Other,(P),1,"过 ",
498,還是,"háishì ",still,其他,Other,(Conj),1,还是,0.0776188
499,可能,"kěnéng ",possible,其他,Other,(Adv),1,可能,0.0580224
500,一定,"yīdìng ",must,其他,Other,(Adv),1,一定,0.0489363
501,出生,"chūshēng ",born,個人資料,Personal Information,(VA),2,出生,0.00467071
502,國,"guó ",country,個人資料,Personal Information,(N),2,国,0.0248819
503,不同,"bùtóng ",different,個人資料,Personal Information,(VS),2,不同,0.036999
504,地址,dìzhǐ,address,個人資料,Personal Information,(N),2,地址,0.0175353
505,市,shì,city,個人資料,Personal Information,(N),2,市,0.0592315
506,傳真,"chuánzhēn ",fax,個人資料,Personal Information,(N),2,传真,0.0013431
507,留言,liú​yán,message,個人資料,Personal Information,(VA),2,留言,0.00126867
508,日期,"rìqí ",date,個人資料,Personal Information,(N),2,日期,0.00299609
509,時間,"shíjiān ",time,個人資料,Personal Information,(N),2,时间,0.0785252
510,鐘頭,"zhōngtóu ",hour,個人資料,Personal Information,(N),2,钟头,0.000311866
511,晚,"wǎn ",Night,個人資料,Personal Information,(N),2,晚,0.0180102
512,夜,"yè ",night,個人資料,Personal Information,(N),2,夜,0.01173
513,禮拜,"lǐbài ",worship,個人資料,Personal Information,(N),2,礼拜,0.000709
514,禮拜天,"lǐbàitiān ",Sunday,個人資料,Personal Information,(N),2,礼拜天,0.0000608426
515,前天,"qiántiān ",the day before yesterday,個人資料,Personal Information,(N),2,前天,0.00185899
516,後天,"hòutiān ",the day after tomorrow,個人資料,Personal Information,(N),2,后天,0.00146463
517,從前,"cóngqián ",Once upon a time,個人資料,Personal Information,(N),2,从前,0.00185987
518,夏,"xià ",summer,個人資料,Personal Information,(N),2,夏,0.00483706
519,冬,"dōng ",winter,個人資料,Personal Information,(N),2,冬,0.00661961
520,秋,"qiū ",Autumn,個人資料,Personal Information,(N),2,秋,0.00843965
521,春,"chūn ",spring,個人資料,Personal Information,(N),2,春,0.00907664
522,一會兒,"yīhuǐér ",a while,個人資料,Personal Information,(N),2,一会儿,0.00347165
523,不久,"bùjiǔ ",soon,個人資料,Personal Information,(N),2,不久,0.00449683
524,剛剛,"gānggāng ",just,個人資料,Personal Information,(Adv),2,刚刚,0.0140405
525,剛才,"gāngcái ",Just now,個人資料,Personal Information,(N),2,刚才,0.00751624
526,當然,"dāngrán ",certainly,個人資料,Personal Information,(Adv),2,当然,0.0181418
527,自己,"zìjǐ ",own,個人資料,Personal Information,(N),2,自己,0.181411
528,別人,"biérén ",other people,個人資料,Personal Information,(N),2,别人,0.0240875
529,年紀,"niánjì ",age,個人資料,Personal Information,(N),2,年纪,0.00254299
530,男人,"nánrén ",man,個人資料,Personal Information,(N),2,男人,0.0230625
531,女人,"nǚrén ",woman,個人資料,Personal Information,(N),2,女人,0.0235795
532,大人,"dàrén ",grown ups,個人資料,Personal Information,(N),2,大人,0.00325864
533,老人,"lǎorén ",elder,個人資料,Personal Information,(N),2,老人,0.00943261
534,習慣,"xíguàn ",Habit,個人資料,Personal Information,(N),2,习惯,0.010846
535,"習慣 ","xíguàn ",Habit,個人資料,Personal Information,(VS),2,"习惯 ",
536,家庭,"jiātíng ",family,個人資料,Personal Information,(N),2,家庭,0.0161864
537,父親,"fùqīn ",Father,個人資料,Personal Information,(N),2,父亲,0.00979596
538,母親,"mǔqīn ",Mother,個人資料,Personal Information,(N),2,母亲,0.0092716
539,父母,"fùmŭ ",parents,個人資料,Personal Information,(N),2,父母,0.011421
540,爺爺,yéye,grandfather,個人資料,Personal Information,(N),2,爷爷,0.00253582
541,奶奶,"nǎinai ",grandmother,個人資料,Personal Information,(N),2,奶奶,0.0027832
542,關係,"guānxì ",relation,個人資料,Personal Information,(N),2,关系,0.0347969
543,教堂,"jiàotáng ",church,個人資料,Personal Information,(N),2,教堂,0.000832592
544,"好 ","hǎo ",good,個人資料,Personal Information,(VS),2,"好 ",
545,"真 ","zhēn ",real,個人資料,Personal Information,(VS),2,"真 ",
546,最,"zuì ",most,個人資料,Personal Information,(Adv),2,最,0.101318
547,更,"gèng ",even,個人資料,Personal Information,(Adv),2,更,0.0753233
548,愉快,"yúkuài ",joy,個人資料,Personal Information,(VS),2,愉快,0.0025592
549,開心,"kāixīn ",happy,個人資料,Personal Information,(VS),2,开心,0.0159802
550,著急,"zhāojí ",in a hurry,個人資料,Personal Information,(VS),2,着急,0.00179069
551,擔心,"dānxīn ",Worry,個人資料,Personal Information,(VS),2,担心,
552,生氣,"shēngqì ",angry,個人資料,Personal Information,(VS),2,生气,0.0035735
553,怕,"pà ",Afraid,個人資料,Personal Information,(VS),2,怕,0.0119481
554,哭,"kū ",cry,個人資料,Personal Information,(VA),2,哭,0.0131691
555,難過,"nánguò ",sad,個人資料,Personal Information,(VS),2,难过,0.00314184
556,傷心,"shāngxīn ",sad,個人資料,Personal Information,(VS),2,伤心,0.00346949
557,美,"měi ",beautiful,個人資料,Personal Information,(VS),2,美,0.043422
558,美麗,"měilì ",beauty,個人資料,Personal Information,(VS),2,美丽,0.00958645
559,聰明,"cōngmíng ",clever,個人資料,Personal Information,(VS),2,聪明,0.00398648
560,認真,"rènzhēn ",serious,個人資料,Personal Information,(VS),2,认真,0.0122573
561,勇敢,"yŏnggăn ",brave,個人資料,Personal Information,(VS),2,勇敢,0.00287858
562,禮貌,"lĭmào ",polite,個人資料,Personal Information,(N),2,礼貌,0.000827913
563,害羞,"hàixiū ",shy,個人資料,Personal Information,(VS),2,害羞,0.000845083
564,應該,"yīnggāi ",should,個人資料,Personal Information,(Adv),2,应该,0.0424957
565,相信,"xiāngxìn ",believe,個人資料,Personal Information,(VS),2,相信,0.0179256
566,"經驗 ","jīngyàn ",experience,個人資料,Personal Information,(N),2,"经验 ",
567,關心,"guānxīn ",care,個人資料,Personal Information,(VS),2,关心,0.00839056
568,辛苦,"xīnkǔ ",Hard,個人資料,Personal Information,(VS),2,辛苦,0.00541951
569,願意,"yuànyì ",willing,個人資料,Personal Information,(VS),2,愿意,0.0117851
570,心情,"xīnqíng ",Feeling,個人資料,Personal Information,(N),2,心情,0.0137977
